asset_path,display_label,source,category
audio/units/sentry/deploy_move/Sentry_Yes01.ogg,Sentry movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/sentry/deploy_move/Sentry_Yes02.ogg,Sentry movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/sentry/deploy_move/Sentry_Yes03.ogg,Sentry movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/siege_tank/attack/SiegeTank_Attack00.ogg,This will be a blast!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack01.ogg,It's boom time!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack02.ogg,Ready to drop the hammer!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack03.ogg,Pound them flat!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack04.ogg,Good night now!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack05.ogg,Got him in my sense!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack06.ogg,Collateral is my favorite kind of damage.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack07.ogg,Music to my ears.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack08.ogg,Let's get him!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/attack/SiegeTank_Attack09.ogg,RANGED IN!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/siege_tank/canonical/5ba2110701726c02__SiegeTank_Yes00.ogg,Move / order response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/siege_tank/canonical/780ebb517abf5569__SiegeTank_Death00.wav,Death voice 01,SC2 • GAME-DATA VERIFIED BANK,DEATH VO
audio/units/siege_tank/chatter/SiegeTank_Ready00.ogg,Ready to roll out!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_Ready01.ogg,Nude up ready to go!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_What00.ogg,What's that?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_What01.ogg,Speak up!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_What02.ogg,Go ahead!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_What03.ogg,Need something blown up?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_What04.ogg,What's our target?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_What05.ogg,Got no patience for sitting around!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_What06.ogg,Lay it on me!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/chatter/SiegeTank_What07.ogg,Give us your best shot!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/death/SiegeTank_Death01.wav,Death voice 02,SC2,DEATH VO
audio/units/siege_tank/death/SiegeTank_Death02.wav,Death voice 03,SC2,DEATH VO
audio/units/siege_tank/death/SiegeTank_Death03.wav,Death voice 04,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/siege_tank/death/SiegeTank_Death04.wav,Death voice 05,SC2,DEATH VO
audio/units/siege_tank/death/SiegeTank_Death05.wav,Death voice 06,SC2,DEATH VO
audio/units/siege_tank/death/SiegeTank_Death06.wav,Death voice 07,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes01.ogg,Can do!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes02.ogg,I'll give it my best shot!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes03.ogg,Rollin' out!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes04.ogg,Move / order response 05,SC2,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes05.ogg,On my way!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes06.ogg,I never tread lightly.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes07.ogg,"Oh, it's old!",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes08.ogg,Absolutely!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes09.ogg,Definitely!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes10.ogg,Affirmative!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes11.ogg,Move / order response 12,SC2,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes12.ogg,It's all me!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes13.ogg,Roll it!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes14.ogg,"Yes, sir!",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes15.ogg,Let's roll!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/siege_tank/deploy_move/SiegeTank_Yes16.ogg,Move / order response 17,SC2,MOVE / ACTIVATE VO
audio/units/spectre/attack/Spectre_Attack00.ogg,Execute.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/spectre/attack/Spectre_Attack01.ogg,Hell is here.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/spectre/attack/Spectre_Attack02.ogg,They can't win.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/spectre/attack/Spectre_Attack03.ogg,Get him a body bag!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/spectre/attack/Spectre_Attack04.ogg,I'll kill anything that moves.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/spectre/attack/Spectre_Attack05.ogg,I'm dying anyway.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/spectre/attack/Spectre_Attack06.ogg,They're living on borrowed time.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/spectre/death/Spectre_Death02.wav,Death voice 03,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/spectre/death/Spectre_Death03.wav,Death voice 04,SC2,DEATH VO
audio/units/spectre/death/Spectre_Death04.wav,Death voice 05,SC2,DEATH VO
audio/units/spectre/death/Spectre_Death05.wav,Death voice 06,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/spectre/deploy_move/Spectre_What02.ogg,What's your call?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_What03.ogg,Enlighten me.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_What04.ogg,I'm tired of waiting.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_What05.ogg,Come on already!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_Yes00.ogg,One step ahead.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_Yes01.ogg,Mercy is for the weak.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_Yes02.ogg,The time has come.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_Yes03.ogg,I'm already there.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_Yes04.ogg,Just stay out of my way.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/spectre/deploy_move/Spectre_Yes05.ogg,I sense their fear.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/attack/Stalker_Attack00.ogg,Death comes to all.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/stalker/attack/Stalker_Attack01.ogg,Attack voice 02,SC2,ATTACK VO
audio/units/stalker/attack/Stalker_Attack02.ogg,The Void Hungerz,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/stalker/attack/Stalker_Attack03.ogg,Cold Fury,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/stalker/attack/Stalker_Attack04.ogg,Attack voice 05,SC2,ATTACK VO
audio/units/stalker/attack/Stalker_Attack05.ogg,Forever sleep,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/stalker/attack/Stalker_Attack06.ogg,Complete the cycle.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/stalker/attack/Stalker_Attack07.ogg,Attack voice 08,SC2,ATTACK VO
audio/units/stalker/death/Stalker_Death00.wav,Finally!,SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/stalker/deploy_move/Stalker_Ready00.ogg,I am here in the shadows.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_What00.ogg,Selection response 01,SC2,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_What01.ogg,I am the heart of darkness.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_What02.ogg,You require my skills.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_What03.ogg,I am the voice of the eclipse.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_What04.ogg,Selection response 05,SC2,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_What05.ogg,We are one with the shadows.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_Yes00.ogg,Very well.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_Yes01.ogg,It shall be as you say.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_Yes02.ogg,Intriguing.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_Yes03.ogg,Move / order response 04,SC2,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_Yes04.ogg,I serve for now.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_Yes05.ogg,We move unseen.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_Yes06.ogg,For the Reckoning,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/stalker/deploy_move/Stalker_Yes07.ogg,Very wise,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/attack/Swann_Attack00.ogg,"Hey, leave some for me!",SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/swann/attack/Swann_Attack01.ogg,"Oh, it's payback time.",SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/swann/attack/Swann_Attack02.ogg,I'll keep him at arm's length! Heh heh.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/swann/attack/Swann_Attack03.ogg,How'd you like that?,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/swann/death/Swann_Death02.wav,Death voice 03,SC2,DEATH VO
audio/units/swann/death/Swann_Death03.wav,Death voice 04,SC2,DEATH VO
audio/units/swann/death/Swann_Death04.wav,Death voice 05,SC2,DEATH VO
audio/units/swann/death/Swann_Death05.wav,Death voice 06,SC2,DEATH VO
audio/units/swann/deploy_move/Swann_Ready01.ogg,What's up cowboy?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/deploy_move/Swann_What00.ogg,Anytime you're ready.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/deploy_move/Swann_What01.ogg,Is that it?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/deploy_move/Swann_What02.ogg,Let's show them what we got!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/deploy_move/Swann_What03.ogg,"No time for chat cowboy, what's up?",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/deploy_move/Swann_Yes00.ogg,Damn straight.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/deploy_move/Swann_Yes01.ogg,"I got it, hotshot.",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/deploy_move/Swann_Yes02.ogg,"Yeah, yeah, I'm doin' it!",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swann/deploy_move/Swann_Yes03.ogg,"Oh, that's just great!",SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/swarm_host/attack/SwarmHost_Attack_02.ogg,Swarm Host attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/swarm_host/attack/SwarmHost_Attack_03.ogg,Swarm Host attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/swarm_host/attack/SwarmHost_Attack_04.ogg,Swarm Host attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/swarm_host/attack/SwarmHost_Attack_05.ogg,Swarm Host attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/swarm_host/attack/SwarmHost_Attack_06.ogg,Swarm Host attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/swarm_host/attack/SwarmHost_Attack_07.ogg,Swarm Host attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/swarm_host/attack/SwarmHost_Attack_08.ogg,Swarm Host attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/swarm_host/canonical/10f73fc02ac2f6df__SwarmHost_Death_00.wav,Swarm Host death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/swarm_host/canonical/23d90be4c60895af__SwarmHost_What_06.ogg,Swarm Host selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/swarm_host/canonical/43e32d46cb1d05b3__SwarmHost_What_04.ogg,Swarm Host selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/swarm_host/canonical/9684bbbf50b9bf57__SwarmHost_What_08.ogg,Swarm Host selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/swarm_host/canonical/a48d521326a6915f__SwarmHost_Ready_01.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/canonical/ab716642db1acaa4__SwarmHost_What_02.ogg,Swarm Host selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/swarm_host/canonical/b45a234f9c9d9ac5__SwarmHost_What_00.ogg,Swarm Host selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/swarm_host/canonical/c9d35b2a40704c99__SwarmHost_What_05.ogg,Swarm Host selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/swarm_host/canonical/cadaa88ffbabff4d__SwarmHost_Ready_02.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/canonical/d1251b17805f2cdc__SwarmHost_What_01.ogg,Swarm Host selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/swarm_host/canonical/da95fcd211959673__SwarmHost_What_07.ogg,Swarm Host selection vocalization,SC2 • DESCRIPTIVE NONVERBAL,MULTI-ROLE VO
audio/units/swarm_host/canonical/efa77212b2e416fd__SwarmHost_Ready_00.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/death/SwarmHost_Death_01.wav,Swarm Host death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/swarm_host/death/SwarmHost_Death_02.wav,Swarm Host death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/swarm_host/death/SwarmHost_Death_03.wav,Swarm Host death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/swarm_host/death/SwarmHost_Death_04.wav,Swarm Host death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/swarm_host/deploy_move/SwarmHost_What_09.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_00.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_01.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_02.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_03.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_04.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_05.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_06.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_07.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/swarm_host/deploy_move/SwarmHost_Yes_08.ogg,Swarm Host movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/tempest/attack/TempestVoid_Attack00.ogg,You wish for devastation.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tempest/attack/TempestVoid_Attack01.ogg,This battle is ours!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tempest/attack/TempestVoid_Attack02.ogg,Annihilating.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tempest/attack/TempestVoid_Attack03.ogg,With full force.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tempest/attack/TempestVoid_Attack04.ogg,All shall be pure.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tempest/attack/TempestVoid_Attack05.ogg,Terminating.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/tempest/attack/TempestVoid_Attack06.ogg,Attack voice 07,SC2,ATTACK VO
audio/units/tempest/canonical/1ddce9af94f49f66__zVO_ProtossTempest_CarrierShip_015.ogg,Move / order response 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/2022f315de1e4d5f__zVO_ProtossTempest_CarrierShip_017.ogg,Move / order response 04,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/270841f8d38fb546__zVO_ProtossTempest_CarrierShip_018.ogg,Move / order response 05,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/29c2dff36e854601__zVO_ProtossTempest_CarrierShip_032.ogg,Annoyed / repeated selection 03,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/35ff71c66c3d5c7e__zVO_ProtossTempest_CarrierShip_039.ogg,Annoyed / repeated selection 10,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/4076c8150c33b9b5__zVO_ProtossTempest_CarrierShip_026.ogg,Attack voice 06,SC2 • GAME-DATA VERIFIED BANK,ATTACK VO
audio/units/tempest/canonical/435b5e38bb84de0b__zVO_ProtossTempest_CarrierShip_035.ogg,Annoyed / repeated selection 06,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/4951215010e2adbd__zVO_ProtossTempest_CarrierShip_007.ogg,Selection response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/5690ba77f7775927__zVO_ProtossTempest_CarrierShip_008.ogg,Selection response 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/5ecc058d34f59649__zVO_ProtossTempest_CarrierShip_016.ogg,Move / order response 03,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/661e45ce59a24987__zVO_ProtossTempest_CarrierShip_022.ogg,Attack voice 02,SC2 • GAME-DATA VERIFIED BANK,ATTACK VO
audio/units/tempest/canonical/6c1a045a80796580__zVO_ProtossTempest_CarrierShip_024.ogg,Attack voice 04,SC2 • GAME-DATA VERIFIED BANK,ATTACK VO
audio/units/tempest/canonical/6cfef2178d968312__zVO_ProtossTempest_CarrierShip_006.ogg,Ready / selection 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/74d3556adc660e84__zVO_ProtossTempest_CarrierShip_011.ogg,Selection response 05,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/7a1ed72ea366cf4b__zVO_ProtossTempest_CarrierShip_005.ogg,Ready / selection 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/7ad4ccfbfb24d43e__zVO_ProtossTempest_CarrierShip_034.ogg,Annoyed / repeated selection 05,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/89245973f268ac3d__zVO_ProtossTempest_CarrierShip_014.ogg,Move / order response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/a323d9bfe356f91c__zVO_ProtossTempest_CarrierShip_027.ogg,Attack voice 07,SC2 • GAME-DATA VERIFIED BANK,ATTACK VO
audio/units/tempest/canonical/a66626519682d93c__zVO_ProtossTempest_CarrierShip_023.ogg,Attack voice 03,SC2 • GAME-DATA VERIFIED BANK,ATTACK VO
audio/units/tempest/canonical/a8658375b2b0bfe7__zVO_ProtossTempest_CarrierShip_036.ogg,Annoyed / repeated selection 07,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/a96d92172e41530b__zVO_ProtossTempest_CarrierShip_019.ogg,Move / order response 06,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/b5c27f0564e698c0__zVO_ProtossTempest_CarrierShip_012.ogg,Selection response 06,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/b73fa6810b169d6d__zVO_ProtossTempest_CarrierShip_038.ogg,Annoyed / repeated selection 09,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/b7e94b9661bb6012__zVO_ProtossTempest_CarrierShip_040.ogg,Death voice 01,SC2 • GAME-DATA VERIFIED BANK,DEATH VO
audio/units/tempest/canonical/c161307172a24832__zVO_ProtossTempest_CarrierShip_013.ogg,Selection response 07,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/cad890630aa1ceb6__zVO_ProtossTempest_CarrierShip_031.ogg,Annoyed / repeated selection 02,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/d0e22b9507722ac7__zVO_ProtossTempest_CarrierShip_033.ogg,Annoyed / repeated selection 04,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/d333804a78f95651__zVO_ProtossTempest_CarrierShip_021.ogg,Attack voice 01,SC2 • GAME-DATA VERIFIED BANK,ATTACK VO
audio/units/tempest/canonical/d42bb3029dbd3eda__zVO_ProtossTempest_CarrierShip_037.ogg,Annoyed / repeated selection 08,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/d4fb7775b8e0ec01__zVO_ProtossTempest_CarrierShip_025.ogg,Attack voice 05,SC2 • GAME-DATA VERIFIED BANK,ATTACK VO
audio/units/tempest/canonical/d64268c95762a680__zVO_ProtossTempest_CarrierShip_010.ogg,Selection response 04,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/d9507cd589582a66__zVO_ProtossTempest_CarrierShip_040.ogg,Death voice 02,SC2 • GAME-DATA VERIFIED BANK,DEATH VO
audio/units/tempest/canonical/e04f15940b8e3f1c__zVO_ProtossTempest_CarrierShip_009.ogg,Selection response 03,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/canonical/e9f2c416db279a87__zVO_ProtossTempest_CarrierShip_030.ogg,Annoyed / repeated selection 01,SC2 • GAME-DATA VERIFIED BANK,PORTRAIT / VOICE
audio/units/tempest/canonical/fa9369c7c668e2a2__zVO_ProtossTempest_CarrierShip_020.ogg,Move / order response 07,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_What04.ogg,Selection response 05,SC2,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_What05.ogg,There is no greater glory than battle.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_What06.ogg,We seek honor through duty.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_Yes00.ogg,We accept.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_Yes01.ogg,As it was in the days of old.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/tempest/deploy_move/TempestVoid_Yes02.ogg,We stand with the Firstborn.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
